ontology,root,fragment,text,statements,llm_used
sweet,http://sweetontology.net/phenOceanDynamics/OceanConveyorBelt,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ocean_conveyor_belt rdfs:subClassOf :ocean_circulation .

",ocean conveyor belt is a type of ocean circulation.,1,False
sweet,http://sweetontology.net/phenOceanDynamics/OceanCurrent,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ocean_current rdfs:subClassOf :ocean_circulation .

",ocean current is a type of ocean circulation.,1,False
sweet,http://sweetontology.net/phenOceanDynamics/OceanGyre,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ocean_gyre rdfs:subClassOf :gyre,
        :ocean_phenomena .

",ocean gyre is a type of ocean current.,2,True
sweet,http://sweetontology.net/phenOceanDynamics/OceanMixing,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ocean_mixing rdfs:subClassOf :mix,
        :mixing,
        :ocean_phenomena .

","ocean mixing is a type of turbulent mixing that occurs in the ocean. It can be caused by various factors, such as wind, waves, and temperature differences. There are different types of ocean mixing, including surface mixing, deep water mixing, and internal wave mixing.
Surface mixing occurs when warmer surface water comes into contact with colder deeper water, causing heat and salt to be transferred from the surface to the deep waters. This process helps maintain a stable temperature profile in the ocean.
Deep water mixing is caused by internal waves that travel through the ocean's depths, breaking and mixing the cold, dense water near the bottom with the warmer, lighter water above it. This process plays an important role in transporting heat and nutrients throughout the ocean.
Internal wave mixing involves the breaking of internal waves, which are caused by wind blowing across the ocean's surface. These waves travel downward, breaking at depths where they mix with the surrounding water. Internal wave mixing is essential for maintaining a healthy ecosystem in the oceans and can also help control algae growth.
Overall, ocean mixing is a crucial process that helps regulate the ocean's temperature, transport nutrients, and maintain a balanced ecosystem.",3,True
sweet,http://sweetontology.net/phenOceanDynamics/SecondaryCirculation,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:secondary_circulation rdfs:subClassOf :ocean_circulation .

",secondary circulation is a type of ocean circulation.,1,False
sweet,http://sweetontology.net/phenOceanDynamics/ThermohalineCirculation,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:thermohaline_circulation rdfs:subClassOf :ocean_circulation .

",thermohaline circulation is a type of ocean circulation.,1,False
sweet,http://sweetontology.net/phenOceanDynamics/TidalCurrent,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tidal_current rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :ocean_tide ;
            owl:onProperty :has_phenomena ],
        :ocean_current .

","Tidal currents are a type of ocean current that is caused by the movement of tides. Tides are created by the gravitational pull of the moon and sun on the Earth, resulting in high and low tide levels. As the tide levels change, so do the positions of the coastline and the bottom of the ocean. This creates a ripple effect that generates tidal currents. These currents can be strong and unpredictable, making them dangerous for ships and other vessels. It is important to understand the effects of tidal currents when navigating in coastal areas or near shores where these currents are prevalent.",2,True
sweet,http://sweetontology.net/phenOceanDynamics/TidalWave,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tidal_wave rdfs:subClassOf :ocean_phenomena,
        :seismic_wave ;
    owl:equivalentClass :tsunami .

","A tidal wave is a type of seismic wave that forms when an earthquake occurs beneath the ocean floor. This results in a rapid movement of water, which generates a large wave that travels across the ocean and can cause significant damage to coastal areas if it reaches them. It is also referred to as a tsunami, which is a Japanese term for ""harbour wave"".
A tidal wave can occur in any ocean basin, but they are most commonly associated with the Pacific Ocean, where they have caused some of the most devastating natural disasters in history. Precautions such as setting up early warning systems and establishing evacuation plans for coastal communities can help to minimize the impact of a tidal wave or tsunami when it does occur.",3,True
sweet,http://sweetontology.net/phenOceanDynamics/Tsunami,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tsunami rdfs:subClassOf :ocean_phenomena,
        :seismic_wave .

","Tsunami is a type of seismic wave. Tsunami is also a type of ocean phenomenon, characterized by the rapid and powerful movement of water across the sea floor. This can cause severe damage to coastal regions, particularly when combined with high tides or storm surges. It is important to understand the risks associated with tsunamis and to be prepared for emergencies.",2,True
sweet,http://sweetontology.net/phenOceanDynamics/TurbidityCurrent,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:turbidity_current rdfs:subClassOf :ocean_current .

",turbidity current is a type of ocean current.,1,False
