ontology,root,fragment,text,statements,llm_used
doid,http://purl.obolibrary.org/obo/DOID_6016,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adult_central_nervous_system_mature_teratoma rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :existence_starts_during ;
            owl:someValuesFrom :adult_onset ],
        :adult_central_nervous_system_teratoma,
        :central_nervous_system_mature_teratoma .

","adult central nervous system mature teratoma is a type of central nervous system tumor that has fully developed during adulthood. It is also known as an immature teratoma, and it can occur in various parts of the brain and spinal cord. These tumors are made up of a mixture of different types of cells, including neurons, glial cells, and other supporting cells. They can cause various symptoms depending on their location and size, such as headaches, nausea, vomiting, seizures, and weakness in the arms or legs. Treatment options for adult central nervous system mature teratomas include surgery, radiation therapy, and chemotherapy.",3,True
doid,http://purl.obolibrary.org/obo/DOID_6017,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:central_nervous_system_mature_teratoma rdfs:subClassOf :central_nervous_system_teratoma ;
    :has_definition ""A mature teratoma that is located_in the central nervous system."" ;
    :has_exact_synonym ""Mature teratoma of the CNS""@en .

","central nervous system mature teratoma is a type of central nervous system teratoma.
central nervous system mature teratoma has definition A mature teratoma that is located_in the central nervous system..
central nervous system mature teratoma has exact synonym Mature teratoma of the CNS.",3,True
doid,http://purl.obolibrary.org/obo/DOID_6018,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adult_central_nervous_system_immature_teratoma rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :existence_starts_during ;
            owl:someValuesFrom :adult_onset ],
        :adult_central_nervous_system_teratoma,
        :central_nervous_system_immature_teratoma .

","An adult central nervous system immature teratoma is a type of tumor that develops in the brain or spinal cord and consists of primitive neural tissue. These tumors are typically slow-growing, benign, and may not require immediate treatment unless they cause significant symptoms such as seizures or hydrocephalus. In some cases, they can also be removed with surgery if they are causing problems or are located in an area that makes removal possible.",3,True
doid,http://purl.obolibrary.org/obo/DOID_6019,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:central_nervous_system_immature_teratoma rdfs:subClassOf :central_nervous_system_teratoma ;
    :has_definition ""A malignant teratoma that is located_in the central nervous system."" ;
    :has_exact_synonym ""Immature teratoma of the CNS""@en .

","Central nervous system immature teratoma is a type of central nervous system tumor that is characterized by the presence of malignant cells within the brain or spinal cord. These tumors are also known as immature teratomas of the CNS, and they can be found in both children and adults. The symptoms of central nervous system immature teratoma may include headaches, vomiting, weakness, loss of balance and coordination, seizures, and changes in vision or hearing. Treatment options for this type of tumor may include surgery, radiation therapy, chemotherapy, and/or targeted therapies. It is essential to consult with a medical professional for proper diagnosis and treatment plan.",3,True
doid,http://purl.obolibrary.org/obo/DOID_602,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cancerophobia rdfs:subClassOf :nosophobia ;
    :has_exact_synonym ""Fear of getting cancer""@en,
        ""cancer phobia""@en .

","Cancerophobia is indeed a type of noosphobia, which refers to an excessive and irrational fear of cancer. Cancer phobia is another name for it, as you mentioned. It's essential to remember that these terms describe abnormal fear reactions, not the rational concern for one's health. If someone has a genuine and reasonable concern about cancer due to personal or family history, that's different from having an irrational fear.",3,True
doid,http://purl.obolibrary.org/obo/DOID_6024,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:selective_ige_deficiency_disease rdfs:subClassOf :dysgammaglobulinemia ;
    :has_definition ""A dysgammaglobulinemia that is characterized by isolated deficiency of IgE and subsequent mildly increased susceptibility to parasitic infections and allergic or autoimmune-related diseases."" ;
    :has_exact_synonym ""Selective IgE Immunodeficiency""@en,
        ""Selective immunoglobulin E deficiency""@en .

","Selective IgE Immunodeficiency, or Selective ige deficiency disease, is a type of dysgammaglobulinemia characterized by isolated deficiency of IgE and subsequent mildly increased susceptibility to parasitic infections and allergic or autoimmune-related diseases.",4,True
doid,http://purl.obolibrary.org/obo/DOID_6025,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:selective_immunoglobulin_deficiency_disease rdfs:subClassOf :b_cell_deficiency ;
    :has_definition ""A B cell deficiency that is characterized by deficiency of an immunoglobulin subtype. The clinical course and prognosis is dependent upon the severity of the selective deficiency and associated morbidity."" .

","Selective immunoglobulin deficiency disease is a type of B cell deficiency, characterized by the deficiency of an specific immunoglobulin subtype. The severity and prognosis of this condition depends on the extent of the deficiency and any associated health complications.",2,True
doid,http://purl.obolibrary.org/obo/DOID_603,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aids_phobia rdfs:subClassOf :nosophobia .

",aids phobia is a type of nosophobia.,1,False
doid,http://purl.obolibrary.org/obo/DOID_6032,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:juvenile_type_testicular_granulosa_cell_tumor rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :existence_starts_during ;
            owl:someValuesFrom :young_adult_onset ],
        :testicular_granulosa_cell_tumor ;
    :has_exact_synonym ""Juvenile granulosa cell tumor""@en,
        ""Juvenile granulosa cell tumour""@en,
        ""Juvenile type Granulosa cell tumor""@en,
        ""Juvenile type Granulosa cell tumour""@en,
        ""juvenile type granulosa cell neoplasm""@en,
        ""juvenile type testicular granulosa cell tumour""@en .

","Juvenile type testicular granulosa cell tumor is a type of testicular granulosa cell tumor that occurs during adolescence or young adulthood. It is also known as Juvenile granulosa cell tumor, Juvenile granulosa cell tumour, Juvenile type Granulosa cell tumor, and Juvenile type Granulosa cell tumour. Additionally, it can be referred to as juvenile type granulosa cell neoplasm.",8,True
doid,http://purl.obolibrary.org/obo/DOID_6033,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heart_fibrosarcoma rdfs:subClassOf :heart_sarcoma ;
    :has_exact_synonym ""Fibrosarcoma of the Heart""@en,
        ""cardiac fibrosarcoma""@en .

","Fibrosarcoma of the Heart is a type of heart sarcoma. It is also known as cardiac fibrosarcoma. This condition involves the growth of fibrous tissue within the heart muscle, which can lead to scarring and thickening of the heart walls. Fibrosarcoma of the Heart can cause problems with the normal functioning of the heart, such as reducing its ability to pump blood efficiently. It is important for people with this condition to work closely with their healthcare provider to manage their symptoms and receive appropriate treatment.",3,True
