ontology,root,fragment,text,statements,llm_used
envo,http://purl.obolibrary.org/obo/CHEBI_33646,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alkadiene rdfs:subClassOf :acyclic_olefin .

",alkadiene is a type of acyclic olefin.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33653,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aliphatic_compound rdfs:subClassOf :organic_molecular_entity .

",aliphatic compound is a type of organic molecular entity.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33655,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aromatic_compound rdfs:subClassOf :cyclic_compound ;
    :has_definition ""A cyclically conjugated molecular entity with a stability (due to delocalization) significantly greater than that of a hypothetical localized structure (e.g. Kekule structure) is said to possess aromatic character."" ;
    :has_exact_synonym ""aromatic compounds"",
        ""aromatic molecular entity"" ;
    :has_related_synonym ""aromatics"",
        ""aromatische Verbindungen"" .

","An aromatic compound is a type of cyclic compound characterized by a cyclically conjugated molecular entity with a stability significantly greater than that of a hypothetical localized structure (e.g., Kekulé structure), which is said to possess aromatic character. It has exact synonyms such as ""aromatic compounds"" and ""aromatic molecular entity."" Additionally, it has related synonyms like ""aromatics"" and ""aromatische Verbindungen.""",6,True
envo,http://purl.obolibrary.org/obo/CHEBI_33658,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:arene rdfs:subClassOf :cyclic_hydrocarbon,
        :organic_aromatic_compound .

",Arene is a type of organic aromatic compound as well as a type of cyclic hydrocarbon.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33659,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:organic_aromatic_compound rdfs:subClassOf :aromatic_compound,
        :organic_cyclic_compound .

",An organic aromatic compound is a type of aromatic compound and also a type of organic cyclic compound.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33661,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:monocyclic_compound rdfs:subClassOf :cyclic_compound .

",monocyclic compound is a type of cyclic compound.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33662,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:annulene rdfs:subClassOf :monocyclic_hydrocarbon .

",annulene is a type of monocyclic hydrocarbon.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33663,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cyclic_hydrocarbon rdfs:subClassOf :carbocyclic_compound,
        :hydrocarbon .

",Cyclic hydrocarbon is both a type of hydrocarbon and a type of carbocyclic compound.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33664,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:monocyclic_hydrocarbon rdfs:subClassOf :cyclic_hydrocarbon .

",monocyclic hydrocarbon is a type of cyclic hydrocarbon.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33666,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:polycyclic_hydrocarbon rdfs:subClassOf :carbopolycyclic_compound,
        :cyclic_hydrocarbon .

",Polycyclic hydrocarbon is both a type of cyclic hydrocarbon and a type of carbopolycyclic compound.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33670,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heteromonocyclic_compound rdfs:subClassOf :heterocyclic_compound,
        :monocyclic_compound .

",A heteromonocyclic compound is a type of monocyclic compound and also a type of heterocyclic compound.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33671,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heteropolycyclic_compound rdfs:subClassOf :heterocyclic_compound,
        :polycyclic_compound .

",A heteropolycyclic compound is a type of polycyclic compound as well as a type of heterocyclic compound.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33672,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heterobicyclic_compound rdfs:subClassOf :bicyclic_compound,
        :heterocyclic_compound .

",A heterobicyclic compound is a type of bicyclic compound as well as a type of heterocyclic compound.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33673,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zinc_group_molecular_entity rdfs:subClassOf :d_block_molecular_entity .

",zinc group molecular entity is a type of d block molecular entity.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33674,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:s_block_molecular_entity rdfs:subClassOf :main_group_molecular_entity ;
    :has_definition ""An s-block molecular entity is a molecular entity containing one or more atoms of an s-block element."" ;
    :has_exact_synonym ""s-block molecular entity"" ;
    :has_related_synonym ""s-block compounds"",
        ""s-block molecular entities"" .

","An s-block molecular entity is a type of main group molecular entity, defined as a molecular entity containing one or more atoms of an s-block element. It is exactly synonymous with ""s-block molecular entity"" and is also related to synonyms such as ""s-block compounds"" and ""s-block molecular entities.""",5,True
envo,http://purl.obolibrary.org/obo/CHEBI_33675,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:p_block_molecular_entity rdfs:subClassOf :main_group_molecular_entity ;
    :has_definition ""A main group molecular entity that contains one or more atoms of a p-block element."" ;
    :has_related_synonym ""p-block compounds"",
        ""p-block molecular entities"",
        ""p-block molecular entitiy"" .

","A p-block molecular entity is a type of main group molecular entity defined as a main group molecular entity that contains one or more atoms of a p-block element. Furthermore, it is related to synonyms such as p-block compounds, p-block molecular entities, and p-block molecular entity.",5,True
envo,http://purl.obolibrary.org/obo/CHEBI_33676,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:d_block_molecular_entity rdfs:subClassOf :transition_element_molecular_entity ;
    :has_definition ""A d-block molecular entity is a molecular entity containing one or more atoms of a d-block element."" ;
    :has_exact_synonym ""d-block molecular entity"" ;
    :has_related_synonym ""d-block compounds"",
        ""d-block molecular entities"" .

","A d-block molecular entity is a type of transition element molecular entity and is defined as a molecular entity containing one or more atoms of a d-block element. It has an exact synonym ""d-block molecular entity"" and related synonyms including ""d-block compounds"" and ""d-block molecular entities.""",5,True
envo,http://purl.obolibrary.org/obo/CHEBI_33677,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:f_block_molecular_entity rdfs:subClassOf :transition_element_molecular_entity .

",f block molecular entity is a type of transition element molecular entity.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33679,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:helium_molecular_entity rdfs:subClassOf :noble_gas_molecular_entity,
        :s_block_molecular_entity .

",Helium molecular entity is a type of noble gas molecular entity and also a type of s block molecular entity.,2,True
envo,http://purl.obolibrary.org/obo/CHEBI_33680,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:elemental_helium rdfs:subClassOf :helium_molecular_entity .

",elemental helium is a type of helium molecular entity.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33687,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:diatomic_helium rdfs:subClassOf :elemental_helium .

",diatomic helium is a type of elemental helium.,1,False
envo,http://purl.obolibrary.org/obo/CHEBI_33692,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hydrides rdfs:subClassOf :heteroatomic_molecular_entity,
        :hydrogen_molecular_entity ;
    :has_definition ""Hydrides are chemical compounds of hydrogen with other chemical elements."" .

",Hydrides are a type of hydrogen molecular entity and also a type of heteroatomic molecular entity. They are defined as chemical compounds of hydrogen with other chemical elements.,3,True
envo,http://purl.obolibrary.org/obo/CHEBI_33693,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:oxygen_hydride rdfs:subClassOf :chalcogen_hydride .

",oxygen hydride is a type of chalcogen hydride.,1,False
