ontology,root,fragment,text,statements,llm_used
sweet,http://sweetontology.net/matrEnergy/Fuel,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:fuel rdfs:subClassOf :energy_storage .

",fuel is a type of energy storage.,1,False
sweet,http://sweetontology.net/matrEnergy/FuelCell,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:fuel_cell rdfs:subClassOf :energy_storage .

",fuel cell is a type of energy storage.,1,False
sweet,http://sweetontology.net/matrEnergy/GeothermalPowerPlant,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:geothermal_power_plant rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :geothermal ;
            owl:onProperty :has_energy_source ],
        :power_plant .

","A geothermal power plant is a type of power generation facility that uses the heat produced within Earth's core and crust to generate electricity. It operates by tapping into underground reservoirs of hot water or steam, which are then used to drive turbines connected to generators, producing clean and renewable energy. Geothermal power plants can be found in various parts of the world, with some of the most notable ones located in Iceland, the United States, and Indonesia.",2,True
sweet,http://sweetontology.net/matrEnergy/HeatExchanger,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heat_exchanger rdfs:subClassOf :energy_distribution_system .

",heat exchanger is a type of energy distribution system.,1,False
sweet,http://sweetontology.net/matrEnergy/HeatPump,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heat_pump rdfs:subClassOf :energy_distribution_system .

",heat pump is a type of energy distribution system.,1,False
sweet,http://sweetontology.net/matrEnergy/Heater,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heater rdfs:subClassOf :energy_conversion_device .

",heater is a type of energy conversion device.,1,False
sweet,http://sweetontology.net/matrEnergy/HydrogenEnergy,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hydrogen_energy rdfs:subClassOf :energy_storage .

",hydrogen energy is a type of energy storage.,1,False
sweet,http://sweetontology.net/matrEnergy/ParabolicTrough,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parabolic_trough rdfs:subClassOf :energy_collector .

",parabolic trough is a type of energy collector.,1,False
sweet,http://sweetontology.net/matrEnergy/PhotovoltaicCell,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:photovoltaic_cell rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :solar_power ;
            owl:onProperty :has_energy_source ],
        :energy_collector .

","A photovoltaic cell (PV cell) is a device that converts sunlight, the light from the sun, directly into electricity. It is made of semiconducting materials and contains layers of silicon, which are carefully designed to absorb specific wavelengths of sunlight and release electrons when they are excited by these wavelengths. These electrons are then collected and used to produce an electrical current that can be used to power a wide range of devices, from small electronics like smartphones and laptops to larger systems such as homes and businesses. Photovoltaic cells are often grouped together in solar panels, which are connected to other components like inverters and batteries to create a complete photovoltaic system that can be used to generate electricity for various applications.",2,True
sweet,http://sweetontology.net/matrEnergy/PowerGrid,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:power_grid rdfs:subClassOf :energy_distribution_system .

",power grid is a type of energy distribution system.,1,False
sweet,http://sweetontology.net/matrEnergy/PowerPlant,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:power_plant rdfs:subClassOf :energy_conversion_device .

",power plant is a type of energy conversion device.,1,False
sweet,http://sweetontology.net/matrEnergy/PowerTransmissionFacility,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:power_transmission_facility rdfs:subClassOf :infrastructure .

",power transmission facility is a type of infrastructure.,1,False
sweet,http://sweetontology.net/matrEnergy/Refrigerator,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:refrigerator rdfs:subClassOf :energy_conversion_device .

",refrigerator is a type of energy conversion device.,1,False
sweet,http://sweetontology.net/matrEnergy/SmartGrid,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:smart_grid rdfs:subClassOf :power_grid .

",smart grid is a type of power grid.,1,False
sweet,http://sweetontology.net/matrEnergy/TubularCollector,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tubular_collector rdfs:subClassOf :energy_collector .

",tubular collector is a type of energy collector.,1,False
sweet,http://sweetontology.net/matrEquipment/Aircraft,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aircraft rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :atmosphere ;
            owl:onProperty :has_realm ],
        :equipment .

","Aircraft is a type of equipment that has been designed and built for the purpose of flying through the air. It typically consists of a fuselage, wings, engines, and various other components that work together to enable flight. Aircraft can vary greatly in size, shape, and design, depending on their intended use and the specific requirements of their mission. Some examples of aircraft include commercial airplanes, military fighter jets, and private planes.",2,True
sweet,http://sweetontology.net/matrEquipment/Airplane,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:airplane rdfs:subClassOf :aircraft .

",airplane is a type of aircraft.,1,False
sweet,http://sweetontology.net/matrEquipment/Antenna,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:antenna rdfs:subClassOf :communications_equipment .

",antenna is a type of communications equipment.,1,False
sweet,http://sweetontology.net/matrEquipment/ArtesianWell,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:artesian_well rdfs:subClassOf :confined_well .

",artesian well is a type of confined well.,1,False
sweet,http://sweetontology.net/matrEquipment/Borehole,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:borehole rdfs:subClassOf :equipment .

",borehole is a type of equipment.,1,False
sweet,http://sweetontology.net/matrEquipment/Car,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:car rdfs:subClassOf :vehicle .

",car is a type of vehicle.,1,False
sweet,http://sweetontology.net/matrEquipment/Communication,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:communication rdfs:subClassOf :human_activity ;
    owl:equivalentClass :communications .

","communication can take many forms, including verbal and non-verbal.
non-verbal communication includes body language, facial expressions, and tone of voice.
verbal communication involves the use of words to convey meaning.
both types of communication are essential for effective communication.",2,True
sweet,http://sweetontology.net/matrEquipment/CommunicationMethod,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:communication_method rdfs:subClassOf :communication,
        :communications .

","Communication methods can include a variety of ways to convey information, such as verbal and non-verbal cues, written or spoken language, body language, facial expressions, and even touch. Each method has its own strengths and weaknesses, depending on the context in which they are used. For example, verbal communication is useful for conveying complex ideas and emotions, while non-verbal cues can be more effective in certain situations due to their ability to convey subtle nuances of meaning.
In general, it is important to choose a communication method that is appropriate for the situation and the intended audience. This will help ensure clear and effective communication between individuals or groups.",2,True
sweet,http://sweetontology.net/matrEquipment/Communications,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:communications rdfs:subClassOf :human_activity .

",communications is a type of human activity.,1,False
sweet,http://sweetontology.net/matrEquipment/CommunicationsEquipment,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:communications_equipment rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :communications ;
            owl:onProperty :has_human_activity ],
        :equipment .

",equipment,2,True
sweet,http://sweetontology.net/matrEquipment/ComputerHardware,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:computer_hardware rdfs:subClassOf :equipment .

",computer hardware is a type of equipment.,1,False
